id,vis,navn,status,start,koordinater,beskrivelse,medier,opdateret,note
ry-roklub,TRUE,Ry Roklub,Virker,Dock,"56.0952465, 9.7494177","Navn på Lokation:
Ry Roklub

Adresse:
Hjejlevej 1, 8680 Ry, Danmark

Beskrivelse af Dock:
Ry Roklub er stedet hvor man kan finde læ, hvis der er for meget vind ved Knudhule, Knudsø (fra vestlige retninger). I det tilfælde kan man køre de ca. 5 min. I bil til Ry Roklub, som har en lang og stabil træbro, der er velegnet til dockstart for pumpfoil. Broen ligger lavt over vandet, hvilket kan være lidt udfordrende, hvis man har en kort mast (<70 cm), men kan dog godt lade sig gøre, hvis man øver lidt.

Bemærk, at området primært er tiltænkt roere, så vis hensyn og undgå at blokere adgangen for klubbens medlemmer, som ofte benytter broen til isætning og landsætning af både.

Bundforhold:
Bundforholdene i området ved roklubben er overvejende sand- og mudderbund, med enkelte vandplanter tættere på bredden. Der er generelt tilstrækkelig dybde til at foile, og vandet bliver relativt hurtigt dybere, så du ikke risikerer at ramme bunden ved et fald. Der er ikke kendte forhindringer, men det er altid en god idé at holde øje med eventuelle fortøjninger eller pæle i nærheden af de andre bådepladser.

Vind- og Vejrforhold:
Området ved Ry Roklub er godt beskyttet mod vind af omkringliggende skov og bakker.

Tilgængelighed:
Der er gode parkeringsmuligheder i nærheden af Ry Roklub, som gør det nemt at transportere dit pumpfoil-udstyr. Området er også tilgængeligt med tog til Ry Station, hvorefter der er en kort gåtur til roklubben. Stien til broen er velholdt, hvilket gør det overskueligt at medbringe grej.

Faciliteter:
Ry Roklub råder over toiletter, omklædningsrum og klubhus, men disse faciliteter er normalt forbeholdt medlemmer. Du kan spørge, om gæstebrug er muligt. I kort afstand fra roklubben findes der caféer, restauranter og dagligvarebutikker i Ry bymidte, hvor du kan købe forfriskninger eller nødvendigt udstyr.

Sikkerhedstips:
Vær opmærksom på roere og andre vandsportsudøvere, der benytter området flittigt. Sørg for at holde afstand til roningens rute, og vær særligt forsigtig, når du er tæt på andre bådepladser. Det anbefales altid at bære en redningsvest og overveje yderligere beskyttelsesudstyr som hjelm eller impact vest, især ved nye spots eller hvis du er uerfaren.

Lokale Regler og Restriktioner:
Respekter Ry Roklubs regler og anvisninger, samt eventuelle skiltninger i området. Undgå at hindre roklubbens aktiviteter, og sørg for at forlade broen ryddeligt efter brug. Hvis du er i tvivl om specifikke retningslinjer, kan du med fordel kontakte roklubben for at sikre, at dit besøg er velkomment.","https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7gyFcMXuD-cJ7WSkyoAEtjGpBYX0Y_K7vF4K3hNqaOtntNkd4lHzPoh-1LcR8odfGgL07dXAhUDRCBFGpwFVWYMZ2cJ81iJuFJv_9XpRi1iVvAzquvuj42BHzQwJVF5ym-Ic54xKFFvM1u9TAWgspVjEtPaURIGUp6NSSt3-E-optgijBV2A40FlFqRkgthxv5_AdUsp3n8P81FZqFIYDyDPK0CF5S_Rb_tmJw2wOrBEVu7SLL2S9sDrk?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6pseO41uIK2qYL1qTfJ58eLtgTlPUzd_2cCo76N9y3lOq91ln-uubCvnDrViUtxN2jKZq8JgC8pWKqejd7cd9q1CgFQ-iy-i8LPfyfJ4MAsh-ac95GIQucEMkUktpT4uyqvG3_fhfKMUVIT2uBVocK_aTSEyuhyHUr_JUGGJeUU6IKO048TyyplNLC5kiPXTTkx-v5f55DlHgwpPPSPmIf_jyFRozH7WOovH2fQapaNMXqsLmotmJG3ds?authuser=0&fife=s16383
https://www.youtube.com/watch?v=3EPGhKOu73Q",2026-09-23,
skanderborg-bybad,TRUE,Skanderborg Bybad,Virker,Dock,"56.0355157, 9.9347763","Navn på Lokation:
Skanderborg Bybad

Adresse:
Fælledvej 3, 8660 Skanderborg, Danmark
(Adresse kan variere; brug evt. kort for præcis placering.)

Beskrivelse af Dock:
Skanderborg Bybad har en god flydedok, som er særdeles velegnet til pumpfoil. Højden over vandet passer fint til dockstart, og der er god plads til at klargøre udstyret.

Bundforhold:
Området omkring Bybadet er relativt dybt tæt på broen, hvilket reducerer risikoen for at ramme bunden under foiling.

Vind- og Vejrforhold:
Bybadet ligger i Skanderborg Sø, omgivet af kuperet terræn og skovområder, der ofte giver læ for kraftige vinde. Let vind eller vindstille dage giver de mest ideelle forhold.

Tilgængelighed:
Der er parkering i nærheden, og en kort gåtur fører dig ned til flydedokken. I højsæsonen kan der være mange besøgende, så kom tidligt for at få en god plads og minimere risikoen for at forstyrre andre badegæster.

Faciliteter:
Selve Bybadet har omklædningsfaciliteter, toiletter og en badebro. I gåafstand findes caféer, restauranter og dagligvarebutikker i Skanderborg bymidte. Udsigten over søen er smuk og indbyder til en hel dag med vandsport og afslapning.

Sikkerhedstips:
	•	Vær opmærksom på badende og eventuelle både i området, især i sommermånederne.
	•	Bær altid en redningsvest eller andet relevant sikkerhedsudstyr.
	•	Overvej at afpasse tidspunktet for din session, så du undgår de mest travle perioder.

Konklusion:
Skanderborg Bybad er et anbefalelsesværdigt spot for pumpfoil takket være den ideelle flydedok og de ofte rolige vindforhold. Et skønt sted for både begyndere og erfarne foilere, der ønsker en behagelig og naturskøn oplevelse på vandet.","https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5e0iaa62lR6AWOEcJYg4UBwP2UH9yJ-DgpdT8iM_YctYYWbT-qGBiQrpsGwg0CTa8BLG7top0tznI_rq-vivjee4jla_b5P9zMQVRDVDZgcTDiBTx9xivn6uYjYbWpSdhvBVWoB_fNrCjWIz6OI2CTSupJMNLBFjQenHBktCVczZtb3OKLoVV0gWuz0_BSek7Aa0yZW4glZf4TrrxnlyQH5LxklLNTUiqLl48wWsBathAiP8Tv63Cacyg?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7Gzd5TzA_sPY2t2TR9oc2sYWYEhB4_3Jm32n91_uObriKhb3yDYcUH2k_ZmeayOevSP0NVV9plvVnlWEYRjwxyoqJQTqBAqwn1ivXbsX0U3tIZbN-PWSZiM5B97fhXF0cudcDobfZGcr9xVn0L7eGVEjg7_Orb-Nh65QyBxSywdA0mztYCCGtOBrYtBNE_2oEqyEjIgA1Br0a-jx3SH1oq-xdGEciGR4hzD0cSXwC8xJAuAx5qp2nZUzA?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6FPbXm774pLb1YJoT40sodRkec2T4Q3LhB9RjHrxA9QpaOJNnuiqMx47mo_5nr_fC2Ku6eNWpfBLU3NH4ousuPjUvUGF_monYKWW3wyqInEk4Wx20PrsRQP8j3AbDMacRWO584kBqbM-CK9r_tusdnSlysH8ZYzjz0YZTk1Pa6RyiZKCdFbxRydBW3acnYXwfvDFjLdpbmkg1U9uotbGXN6EnqmJom9Phu0lYcC69dFnsugLBy_z926zc?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7XYqrE345r53Kftg0joBsYqSNVNY8nKmAUcrWDdB2t65xDNT-HL4XNNO81m5UzVWEwC86Rw-Cx5l_j4kFI5ddXaVlY746MQaKGZJd6TP697YxPnJkM-l8Cn_o7TD95y2bYrFL-Q3i2FJXrC7VEpAgkW2El_naOcWFMXYXV3l9L2r2Ol1wTQoxb_Rr5By_1QDcWhNGWie29F_VLysXar9KSJh1HbJEhdr0dVfCppdWe6P-QEZX5u-OE_Jg?authuser=0&fife=s16383",2026-09-23,
ebeltoft-havn,TRUE,Ebeltoft Havn,Virker,Dock,"56.1924773, 10.6684907",,,2026-09-23,
thisted-ro-og-kajakklub,TRUE,Thisted Ro- og Kajakklub,Virker,Dock,"56.9498743, 8.6670431","Adresse:
Kystvejen 22, 7700 Thisted, Danmark

Beskrivelse af Dock:
Flydebroen ved ro- og kajakklubben i Thisted er ideel til pump foil. Den har en perfekt højde og er udstyret med gummimåtter på begge sider, hvilket giver fremragende greb og komfortabelt afsæt – uanset om du starter regular eller goofy. Broen ligger stabilt og føles sikker at løbe på.

Bundforhold:
Relativt dybt og frit vand direkte ud for broen. Ingen kendte forhindringer i området. Da det er fjordvand, kan der være lidt plantevækst, men ikke i en grad der generer dockstart.

Vind- og Vejrforhold:
Området er godt beskyttet mod vind fra de fleste retninger. Særligt gunstigt i let vind eller stille vejr. Ved østlige og sydlige vinde ligger stedet ekstra roligt.

Tilgængelighed:
Gratis parkering findes tæt på klubområdet, og adgangen til broen er nem. Der er cykelsti hele vejen fra byen. Området kan også nås til fods fra Thisted centrum på få minutter.

Faciliteter:
Området ved roklubben har adgang til toiletter i forbindelse med klubhus (afhængig af åbningstider). Tæt på byens caféer og butikker.

Sikkerhedstips:
Vær opmærksom på roere og kajakker, som ofte bruger området – vis hensyn og hold afstand. Broen kan være glat i frostvejr.

Lokale Regler og Restriktioner:
Undgå at blokere adgangen for klubbens medlemmer. Brug broen uden at forstyrre den almindelige klubaktivitet.",,2026-09-23,
marselisborg-lystbaadehavn,TRUE,Marselisborg Lystbådehavn,Virker,Dock,"56.1389141, 10.2144674","Det er muligt at dockstarte her, men det er ikke optimalt:

Man rammer nemt noget under flydedocken, og skrammer frontvingen
For at undgå at ramme noget skal foilen langt ned i vandet hvilket giver lille frihøjde, og gør start markant sværere.
Docken er prøvet med en 70 cm mast, og en længere mast, ala. 80 cm ville gøre det nemmere.",,2026-09-23,
marselisborg-lystbaadehavn-2,TRUE,Marselisborg Lystbådehavn,Virker,Dock,"56.1392726, 10.2187959","Det er muligt at dockstarte her, men det er ikke optimalt:

Man rammer nemt noget under flydedocken, og skrammer frontvingen
For at undgå at ramme noget skal foilen langt ned i vandet hvilket giver lille frihøjde, og gør start markant sværere.
Docken er prøvet med en 70 cm mast, og en længere mast, ala. 80 cm ville gøre det nemmere.",,2026-09-23,
bellevue-strand,TRUE,Bellevue Strand,Virker,Dock,"56.1896874, 10.2486426","Adresse:
Strandvejen 151, 8240 Risskov, Danmark

Beskrivelse af Dock:
Man skal starte fra det yderste segment af broen, lavet af plast med huller i. Den bedste højde for dockstart er ved en vandstand omkring 0–20 cm, hvor man får godt afsæt uden at synke for dybt.

Bundforhold:
Blød, lækker sandbund uden sten eller forhindringer. Meget behagelig at lande i ved missede starts. Klart vand og flotte farver giver ekstra oplevelse.

Vind- og Vejrforhold:
Relativt åbent område, så vandet kan være småbølget ved pålandsvind. På stille dage er det perfekt til pump. Bølger fra Molslinjen kan udnyttes med timing – de er sjove at fange på vej ind.

Tilgængelighed:
Der er en offentlig parkeringsplads i nærheden, men det kræver en lille gåtur til selve spottet. Det er muligt at bære foil og board uden problemer, men lidt logistik skal påregnes.

Faciliteter:
Offentlige toiletter og iskiosker findes langs stranden. Om sommeren er området velbesøgt og har masser af liv.

Sikkerhedstips:
Mange badende om sommeren – især tæt på badebroerne. Start tidligt eller sent på dagen for at undgå trængsel.

Lokale Regler og Restriktioner:
Ingen kendte restriktioner, men husk at tage hensyn til badende og holde god afstand.

Andre Bemærkninger:
Et smukt spot med krystalklart vand og hyggelig stemning. Bellevue er især egnet til pump foil ved lavvande og rolige forhold – og du kan få en sjælden bonus ved at time Molslinjen-bølgerne rigtigt.",,2026-09-23,
aarhus-roklub,TRUE,Aarhus Roklub,Virker,Dock,"56.1637825, 10.2190771",,,2026-09-23,
surf-agency,TRUE,Surf Agency,Virker,Dock,"56.1639188, 10.2185628",,,2026-09-23,
fiskerikajen-aarhus,TRUE,Fiskerikajen Aarhus,Virker,Dock,"56.1657025, 10.2202095",,,2026-09-23,
vinterbadeklubben-furesoe,TRUE,Vinterbadeklubben Furesø,Virker,Dock,"55.8031843, 12.3873058",,,2026-09-23,
soender-ege-ved-knud-soe-1,TRUE,Sønder Ege ved Knud Sø 1,Virker,Dock,"56.0991655, 9.7633300",,,2026-09-23,
soender-ege-ved-knud-soe,TRUE,Sønder Ege ved Knud Sø,Virker,Jump,"56.0983679, 9.7640956","Navn på Lokation:
Sønder Ege ved Knudsø

Adresse:
Sønder Ege Strandvej, 8680 Ry, Danmark

Beskrivelse af Dock:
Ved Sønder Ege på bredden af Knudsø finder du en offentlig badebro. Dockstart er ikke mulig her på grund af pæle langs kanten af broen, som gør det svært at få et rent afsæt. Dog er det muligt at foretage en jump start fra broen.
Vær opmærksom på, at jump start kræver mere erfaring og kontrol.

Bundforhold:
Bunden består primært af sand med enkelte sten, men generelt er der ingen større forhindringer. Vanddybden tæt på broen er tilstrækkelig til foiling, og dybden øges hurtigt.

Vind- og Vejrforhold:
Området er ofte beskyttet mod kraftig vind, hvilket skaber rolige vandforhold ideelle til pumpfoil. Bedst egnet på dage med lidt eller ingen vind, men kan også benyttes ved let vind fra østlige retninger, da træer og terræn giver læ og skaber fralandsforhold.

Tilgængelighed:
Der er parkeringsmuligheder langs Sønder Ege Strandvej, kun en kort gåtur fra badebroen, hvilket gør det nemt at transportere dit udstyr. Området er ikke direkte tilgængeligt med offentlig transport, så bil eller cykel er de bedste transportmuligheder.

Faciliteter:
Der er begrænsede faciliteter ved Sønder Ege, udover offentlige toiletter. Der er ingen caféer eller butikker i umiddelbar nærhed, så medbring gerne egne forfriskninger og snacks.
Lokale Regler og Restriktioner:
Respekter lokale regler og skiltning ved badeområdet. Undgå at forstyrre fiskere, svømmere eller andre, der nyder området. Vis hensyn til privat ejendom og hold dig til offentlige områder. Sørg for at efterlade stedet rent og ryddeligt efter din session.

Andre Bemærkninger:
Den naturskønne beliggenhed gør det til en fornøjelse at tilbringe tid her, både på og uden for vandet. Hvis du er på udkig efter et sted at forbedre dine teknikker i fredelige omgivelser, er dette spot absolut et besøg værd.",,2026-09-23,
soender-ege-ved-knud-soe-2,TRUE,Sønder Ege ved Knud Sø 2,Virker,Jump,"56.0990605, 9.7609090",,,2026-09-23,
soender-ege-ved-knud-soe-2-2,TRUE,Sønder Ege ved Knud Sø 2,Virker,Jump,"56.0986909, 9.7599835",,,2026-09-23,
korsoer-ro-og-kajakklub,TRUE,Korsør Ro og Kajakklub,Virker,Jump,"55.3337978, 11.1473900","Adresse:
Fæstningskajen 20, 4220 Korsør, Danmark

‼️ OBS. Svær start! Selv om man kan jump starte.

Beskrivelse af Dock:
Flydedocken ved Korsør Ro- og Kajakklub ligger meget lavt i vandet, ud fylder en del under vandet. Det giver kun ca. 10 cm frigang mellem board og dock, når man bruger en 70 cm mast. Det gør almindelig dockstart meget vanskeligt, fordi foilen rammer vandet for tidligt.

Jumpstart:
Kan udføres, men er også udfordrende, da docken ikke er særlig høj over vandet. En erfaren eller avanceret foiler vil nok kunne jumpstarte, men for de fleste vil det være svært at få nok højde og momentum.

Bundforhold:
Ikke vurderet som et problem – vandet er dybt nok og fri for planter.

Vind- og Vejrforhold:
Typisk rolige forhold, velegnet hvis man kan håndtere det lave dockniveau.

Tilgængelighed:
Nem adgang med parkering tæt ved klubområdet.

Faciliteter:
Klubhus med toiletter og omklædning (afhænger af åbningstider).

Sikkerhedstips:
Docken er ikke optimal for begyndere. Pas på, at du ikke rammer dockkanten med foilen pga. den lave frigang.

Lokale Regler og Restriktioner:
Respekter klubbens aktiviteter og undgå at blokere adgangen for medlemmer.

Andre Bemærkninger:
Selve stedet er hyggeligt og godt beskyttet, men dockens lave højde gør den mindre egnet til normal dockstart. En avanceret foiler kan jumpstarte alligevel, men for de fleste vil det være svært med standard 70 cm mast.","https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6A8mhjL4hEVUpo2EEqY8ul30ye62hKHMNWdHtz8-mZQ6xTgCF1U3PquTw3BPH3ertwzg3krHGPQ6j5ZbfjBhPLuGEXXDF76OYudpfzlNvkkhkfXDj1XmJTk2WBCqh85D7lDVoGT3UrypXZ87nmUv1W3B3MWjANVki0_uExsCD6L7rW-F5NLH45nPKdshqHsE1nAuRKMexEHA7UjF__B-WIyWY7DYOWaYJQIyq6F5rS5fyO94I4UgaAiLE?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4fzMuLUTSy74RN8I2TrftXHMwkhv5oFPh0tjpZXFEmAxkbxbNW4L6iWOByCxvNdwEFF6uB7L0mueXyRXKUy00ifN1F9xEqQNTEwhNlETwszHKuZ4FsyHSaeN21-5u0UtCOOj87IVPomJUd1xj549Pl78cHcT-V5KnntBicc99SWFh6pEbkEx82CNOROJiTSW_U7AJCvVWZhCnRq_MDEV24TZ1eWm1GyR7ZKB00vi0yrSKZ7s8W-qmSgKs?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6aUvh_eSZHZYFeKuxaAynWSZXrGuZa9AC__jhHJWOde6hsAI38fAnRAde3_dheBnQQ5ECaqhXnd8xhrvT9hz0VK38SH8olOUtkh57Wy2fycgx5nkMsM0Ns2jqcTRmHxJdAW7lqCw_9pJmKo15Qrnat3PZZQqvikiDWKA4J1ANgk8kuYiZ5AYec3LP9Cu0O67sTqfPlR4WT6XPYe5S58qtQ8KZT80Ak7li84elHJ0BchtBqASHkIxKpt10?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7-lyY56pl8cwfNTjkqNXI8yOTU6U4U12kO6Ub4cB3mQdfHu0ap7HdNxPi3BYR1AY2Z9xVud46umIPgms5XJpbwN5Q-EB7El7BUUCpp4UseeBO_5HDQwwReG7-g2tCHRJtDw3_fT2sJ1HU9FvY8OqISDNUo3MOKhfFFfFD36ur27joCpFDiYfKHCJMyRFpP3wO16KVn4hMFqlisK51y7zWhsB6OVP7e9G1RKkX_fSJ2oEgOG1emiz4y8bI?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5ygsze4bHQoS4LfG8OX5R-C32cEzCK6u8Pd3Rtco_YnX9c37pqcpN3dp_sP-jRwigf2I-Uxd3F_uKyDJIYxdm56AVzyiM87KePqeyhFrkJQdgLbCPF3mQj6_xM_vxMrqXFifxUo3n6c_jMcN0Q5F4kWPryPSmUC02Dn87SZf9BcsvMnlYUeKuhdNfTir4X9gfdFOsnifN0NZ4l0fr0w6PbexEZYfe0jpo_R6Mpy2Vml59XMRoL522qQFI?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR45ZiUq7sdepJRTA68cw5oad2IDD0ey6Rc-nvH6YcTs3rZCJutVFl2uQavsuk9YjcRk4r3GcY58uV0cmRaU0o0JHYQQ3WNuHTO8WRqaInDUMyh5YAaJ8dK2Dzxh2_8OShvsJeh-SnAtGRd4Hqqs5HG0OuV_Lw8bKQfjYFdkwFkfEhUkgzGwIO3UIqMS7IjoafyIZ2qc3PKk_x1AQARfMalNgz-TbNNq1Gmia8HPgQmWhbt_LXK6SFQXTKU?authuser=0&fife=s16383",2026-09-23,
stilling-soebad,TRUE,Stilling Søbad,Virker,Jump,"56.0601920, 9.9917916","Navn på Lokation:
Stilling Søbad

Adresse:
Stilling Strandvej, 8660 Skanderborg, Danmark
(Bemærk: Der kan være flere adgangspunkter, dette er et omtrentligt referencepunkt.)

Beskrivelse af Dock:
Stilling Søbad har en badebro, hvor kun få sektioner er fri for pæle, som kan forstyrre foilens bevægelse. Det betyder, at broen reelt kun egner sig til jumpstart eller deadstart, da foilen ellers nemt kan ramme pælene. .

Bundforhold:
Området omkring broen har en blanding af sand og mudderbund. Vanddybden bliver hurtigt dybere, så man undgår at ramme bunden under foiling.

Vind- og Vejrforhold:
Spotter giver rigtig god mulighed for lå ved vind fra vestlige retninger.

Tilgængelighed:
Der er parkeringsmuligheder i området, men kapaciteten kan være begrænset ved højsæson. Stierne ned til stranden er forholdsvis korte, hvilket gør det let at bære udstyr. Om sommeren kan der være mange badegæster, så vis hensyn, når du sætter dit udstyr i vandet.

Faciliteter:
Badebro, badeområde og mulige toiletforhold ved Stilling Søbad (afhænger af sæson og lokale forhold). Ingen dedikerede omklædningsrum, så kom helst omklædt. Der er ingen kiosk eller café lige ved søbadet, men du finder spisesteder og butikker i nærheden af Stilling eller Skanderborg.","https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5_S91Kwx7DgZPvUXgYSZXNPBLhwDxR0_JPw20oiPQGAdQnY8tkGFXAoC4b1J7zh9w2Bp-JzEWGZdNfgWs_mCgQ0DrI5b1_16LNtlfx1FIPOKc0IoSfhxRylyHKgHidDpSEO6eHYnxRL94niQakbtPbCpqIqgVphO7bN412pMlHoTEfIDXTQWX-onjeC9deQ20z3M8hZ49BUCgfJIUEjeQMqcmtRjIxim39V1qzynZTEQF2DwnnjpMgtgI?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4vdqmigKoOYMz3zcSUt8GYlV1shO1DrDJSYs0HQPjHlZr9Mx22EGAn49AAv-6kBegVzJT29YNfR6koY-Y_YD6N71OZiuXZ3moMkg8Acz5w9jt23TE3DFpYmOTsfiK8p72qTKR7EEQ7gDTiAEEjpJUFd2jUKMguK4jN4nRVX76cS0DyYJr12NXUynwuTCzQQwGbfWUzDLBz8EnNTaIuqap5PgTm0oY--CsMVgDvgtH6J5BSztjNQYvzGJo?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7gw5L3eXXSDC2uV5SYGXAquKEbw8pyRu_jndQ2aPKPLhFCC3o3W3gYJmY1cZUiMngHbGf4fms5x5L62zQBb47IMKROjAg9TC6VryuDEmvvo8BNccI1O_fRVAvKXmSe-X_KXKbemxHnOqSZ-FxckrEQDz0SwMbhkIbanEybiUMPPt0kuKe-qP9z4EroJwt2WsUXEZ9Es2nJf1NyA_ad5-F7LbMlKijjtvRXX5KTgP4Il6oeZiNTEuDggPs?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4INiryuVfBroYemT2mSE3ZY7qocrwYKfOAlT3AygN_7KzZeJ3q62oUpl5aPJfc_lZLk-8FVB7lgWnhNY3z0ekc090t_aGq6sg5Fa1vaHikZuV_duPgxEjVkaK_17siSaqS55cPwVkso2RM5dKxycv3AwaBblXYdVlb1K-eEaD641CENf5V4MtoQVpNcRoHUgmLXa_uCgGdN8VsOYiq3Cx9JJqoWqJmh3VDX4rtKQrD72BVzCnpASOxtak?authuser=0&fife=s16383
https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4kKejrl0Lqr4ORBR6Yiu5WgsCkXWuMDw_Qv4cFVKZfferWtWLjKHr-PjnpMl8Q5pHMGBZjsp6K-KMe_TWQrtsByzM2xKyPXdmX3cgLBGU2-dX9RZRKb4gbWen8B9wBXYsJb3NEEERMnlAAZjHmgaaiBG_RvZt_SMD1JsCMCZAYNcBvcK4qQkFCA9_VEYL-iAjIbvNx6zdWpEhNqLfMJB7lh7jRg2gv0_rI93breuzsSTgfPu4h1gU2eus?authuser=0&fife=s16383",2026-09-23,
aarhus-sejlsportscenter,TRUE,Aarhus Sejlsportscenter,Virker,Jump,"56.1688980, 10.2249992",,,2026-09-23,
kridtgraven-aalborg,TRUE,"Kridtgraven, Aalborg",Virker,Rock,"57.0451933, 9.8806148","Navn på Lokation:
Kridtgraven, Aalborg

Adresse:
Rørdalsvej 60, 9220 Aalborg Øst, Danmark

Beskrivelse af Rockstart:
Kridtgraven i Aalborg er en tidligere kalkgrav, der nu fungerer som en sø med krystalklart vand. De stejle ""klippevægge"" omkring søen giver mulighed for rockstart direkte fra klipperne. Der er flere steder langs bredden, hvor du kan foretage en rockstart ved at hoppe fra solide formationer ned i vandet. Højden på afsættet varierer, så både erfarne og eventyrlystne foilere kan finde et passende sted.

Bundforhold:
Bunden er dyb med klart vand, hvilket gør det ideelt til foiling. Der er ingen større undervandsforhindringer eller vegetation, da søen er dyb og tidligere har været en kalkgrav. Vanddybden stiger hurtigt tæt på ""klipperne"", så der er rigeligt med plads under foilen. Dog bør man altid være forsigtig og tjekke området for eventuelle forhindringer inden start.

Vind- og Vejrforhold:
Området er omgivet af høje vægge og træer, hvilket giver en vis beskyttelse mod vind. Vandet er ofte roligt, hvilket giver ideelle forhold for pumpfoil og mulighed for lange sessioner med fokus på teknik.

Tilgængelighed:
Der er parkeringsmuligheder i nærheden af Kridtgraven, men adgang til vandet kræver en kort gåtur gennem ujævnt terræn. Det er vigtigt at være forsigtig, når du transporterer dit udstyr ned til søen, da stierne kan være stejle og glatte. Området er ikke direkte tilgængeligt med offentlig transport, så bil er den mest praktiske måde at komme dertil på.

Faciliteter:
Der er begrænsede faciliteter ved Kridtgraven. Ingen offentlige toiletter, omklædningsrum eller kiosker er tilgængelige, så det anbefales at komme omklædt og medbringe egne forfriskninger.",,2026-09-23,
sejlsportscenteret-aarhus-oe,TRUE,"Sejlsportscenteret, Aarhus Ø",Virker,Rock,"56.1695246, 10.2256732",,,2026-09-23,
bellehage-strand,TRUE,Bellehage Strand,Ikke testet,Beach,"56.1213751, 10.2254535","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
kajak-og-kanoklubben-aarhus-traebaadshavn,TRUE,"Kajak og KanoKlubben, Aarhus Træbådshavn",Ikke testet,Dock,"56.1674937, 10.2228870","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
skanderborg-soebad,TRUE,Skanderborg Søbad,Ikke testet,Dock,"56.0206329, 9.9166806","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
ravnsoe,TRUE,Ravnsø,Ikke testet,Dock,"56.1039972, 9.8242981","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

En lille, privat søstrand med yderst begrænset parkering (maks. to biler). Ejerne undlod i 2021 at opsætte badebro på grund af for mange besøgende.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
hobro-roklub,TRUE,Hobro Roklub,Ikke testet,Dock,"56.6400422, 9.8032704","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
aalborg-roklub,TRUE,Aalborg Roklub,Ikke testet,Dock,"57.0578278, 9.9063395","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
randers-roklub,TRUE,Randers Roklub,Ikke testet,Dock,"56.4621844, 10.0549443","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
lemvig-roklub,TRUE,Lemvig Roklub,Ikke testet,Dock,"56.5631810, 8.2975257","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
kolding-roklub,TRUE,Kolding Roklub,Ikke testet,Dock,"55.5002182, 9.5143035","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
ebeltoft-ro-og-kajakklub,TRUE,Ebeltoft Ro- og Kajakklub,Ikke testet,Dock,"56.1932876, 10.6687990","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
marselisborg-havn,TRUE,Marselisborg Havn,Ikke testet,Rock,"56.1391902, 10.2201496","Dette spot kunne potentielt anvendes til pumpfoil, men forholdene er ikke undersøgt endnu.

Meld gerne ind hvis du ved noget om dette sted.",,2026-09-23,
